id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,target
8111,3.57,0.05,-1.79,-15.63,0.22,3.57,1.36,-3.03,0,-3.2,-0.64,-1.02,-1.06,2.93,3.82,-2.05,10.95,1.36,1.08,10.95,3.79,-0.22,-1.02,0.74,6.09,-0.33,3.82,6.09,-15.63,3.51,11.78,11.78,0.05,0.78,0.72,-3.76,-1.02,-4.54,3.82,0.68,2.24,1.58,3.51,-1.36,-1.41,-0.33,2.24,2.24,-4.19,0.71,-0.64,-0.33,1.36,-12.54,0.87,-1.02,-1.52,-0.64,2.93,-0.87,-1.41,-0.35,-2.05,-0.89,3.29,-0.66,-3.2,-1.41,-4.54,3.29,-0.33,2.93,1.08,3.29,0.05,2.84,-0.89,1.86,3.51,1.59,0.22,3.57,-3.76,-4.54,2.93,-4.54,3.29,0.68,-0.23,-1.41,-2.16,-2.05,2.84,3.51,-0.5,-12.54,-3.2,-3.2,0.05,-15.63,1
8112,3.6,-0.63,0.97,2.64,1.65,3.6,-4.03,0.35,-0.23,-2.74,3.57,-0.27,1.27,4.67,-1.18,1.78,-4.63,-4.03,-1.43,-4.63,1.16,0.38,-0.27,-0.13,0.28,-3.98,-1.18,0.28,2.64,-0.68,-7.22,-7.22,-0.63,-0.62,-0.24,5.09,-0.27,0.12,-1.18,-0.03,3.05,0.08,-0.68,-0.23,1.76,-3.98,3.05,3.05,1.9,-0.29,3.57,-3.98,-4.03,1.79,1.73,-0.27,0.42,3.57,4.67,0.07,1.76,0.27,1.78,-1.28,-12.9,-0.08,-2.74,1.76,0.12,-12.9,-3.98,4.67,-1.43,-12.9,-0.63,-0.79,-1.28,-0.85,-0.68,2.04,1.65,3.6,5.09,0.12,4.67,0.12,-12.9,0.27,0.22,1.76,-1.04,1.78,-0.79,-0.68,-0.04,1.79,-2.74,-2.74,-0.63,2.64,12
8113,5.29,0.65,-2.26,-1.91,1.97,5.29,2.68,-3.25,-0.04,-0.32,-1.32,-0.61,-0.87,24.87,2.75,-2.34,8.35,2.68,3.33,8.35,0.91,-0.12,-0.61,0.51,-0.09,-6.69,2.75,-0.09,-1.91,-3.52,-5.61,-5.61,0.65,0.52,-0.08,1.58,-0.61,-1.64,2.75,-1.9,3.28,-0.99,-3.52,0.66,2.16,-6.69,3.28,3.28,1.76,-0.94,-1.32,-6.69,2.68,-16.47,1.4,-0.61,-0.91,-1.32,24.87,-1.06,2.16,-1.78,-2.34,-6.45,-6.85,-4.29,-0.32,2.16,-1.64,-6.85,-6.69,24.87,3.33,-6.85,0.65,1.82,-6.45,-0.98,-3.52,-0.85,1.97,5.29,1.58,-1.64,24.87,-1.64,-6.85,0.31,0.02,2.16,-0.58,-2.34,1.82,-3.52,-0.32,-16.47,-0.32,-0.32,0.65,-1.91,9
8114,4.08,-0.86,-3.08,7.39,-1.88,4.08,11.68,0.71,-0.23,-1.32,2.83,3.43,-0.12,-10.57,-3.3,-6.22,7.61,11.68,-1.54,7.61,-3.25,2.28,3.43,-0.23,1.25,-2.1,-3.3,1.25,7.39,-1.77,14.38,14.38,-0.86,0.96,1.35,-11.52,3.43,2.07,-3.3,-1.22,-2.77,-1.44,-1.77,0.2,-3.33,-2.1,-2.77,-2.77,-1.79,-0.84,2.83,-2.1,11.68,3.81,-1.77,3.43,-0.03,2.83,-10.57,-0.01,-3.33,-0.15,-6.22,-0.96,-1.23,1.37,-1.32,-3.33,2.07,-1.23,-2.1,-10.57,-1.54,-1.23,-0.86,3.77,-0.96,-0.58,-1.77,1.02,-1.88,4.08,-11.52,2.07,-10.57,2.07,-1.23,2.1,1.8,-3.33,-0.82,-6.22,3.77,-1.77,-0.06,3.81,-1.32,-1.32,-0.86,7.39,8
8115,1.36,3.84,0.69,-4.24,-0.96,1.36,-0.99,0.28,1.29,1.69,-1.35,-1.67,-0.84,6.52,0.19,2.56,-10.11,-0.99,1.69,-10.11,13.16,0.94,-1.67,0.67,1.1,-0.88,0.19,1.1,-4.24,0.68,-8.33,-8.33,3.84,1.66,0.61,-13.34,-1.67,-3.09,0.19,0.56,-1.59,0.03,0.68,-0.87,3.09,-0.88,-1.59,-1.59,4.28,-0.45,-1.35,-0.88,-0.99,-3.79,-0.11,-1.67,1.68,-1.35,6.52,0.2,3.09,-0.1,2.56,-2.2,-1.99,2.19,1.69,3.09,-3.09,-1.99,-0.88,6.52,1.69,-1.99,3.84,-2.25,-2.2,1.83,0.68,-0.02,-0.96,1.36,-13.34,-3.09,6.52,-3.09,-1.99,0.32,-0.42,3.09,1.03,2.56,-2.25,0.68,-0.09,-3.79,1.69,1.69,3.84,-4.24,14
8116,-5.26,-2.04,1.25,7.13,2.5,-5.26,-4.62,-0.74,-0.88,1.36,-1.79,1.11,0.1,4.79,-1.25,-1.64,4.17,-4.62,0.36,4.17,-3.86,0.46,1.11,1.54,-0.4,-0.77,-1.25,-0.4,7.13,0.57,13.05,13.05,-2.04,-1.69,1.04,1.54,1.11,3.74,-1.25,0.07,0.14,0.09,0.57,1.06,1.12,-0.77,0.14,0.14,-0.52,0.92,-1.79,-0.77,-4.62,6.83,-1.31,1.11,-1.37,-1.79,4.79,-0.08,1.12,1.02,-1.64,3.41,-0.77,4.79,1.36,1.12,3.74,-0.77,-0.77,4.79,0.36,-0.77,-2.04,4.36,3.41,-0.05,0.57,0.34,2.5,-5.26,1.54,3.74,4.79,3.74,-0.77,0.85,-0.47,1.12,-0.4,-1.64,4.36,0.57,0.25,6.83,1.36,1.36,-2.04,7.13,8
8117,10.72,3.93,0.8,3.3,-6.46,10.72,0.94,5.93,-0.85,0.57,-4.47,-1.99,-0.34,-18.24,-2.49,-4.25,10.47,0.94,-5.53,10.47,-12.97,0.45,-1.99,0.37,0.42,3.25,-2.49,0.42,3.3,-0.89,1.45,1.45,3.93,-0.47,-1.25,-7.8,-1.99,1.36,-2.49,-1.49,4.79,1.18,-0.89,-0.07,-0.88,3.25,4.79,4.79,-5.05,-1.35,-4.47,3.25,0.94,9.1,1.08,-1.99,-0.68,-4.47,-18.24,0.65,-0.88,-1.75,-4.25,-4.91,-3.02,-2.55,0.57,-0.88,1.36,-3.02,3.25,-18.24,-5.53,-3.02,3.93,-1.6,-4.91,1.46,-0.89,-2.77,-6.46,10.72,-7.8,1.36,-18.24,1.36,-3.02,1.15,0.07,-0.88,1.08,-4.25,-1.6,-0.89,1.68,9.1,0.57,0.57,3.93,3.3,13
8118,3.21,-2.25,1.36,-6.84,0.32,3.21,-3.87,0.21,0,0.72,-5.16,-6.84,1.33,19.55,4.23,-0.31,2.08,-3.87,5.95,2.08,7.69,0.03,-6.84,-0.64,4.34,-0.04,4.23,4.34,-6.84,-2.92,-2.96,-2.96,-2.25,-1.13,0.1,0.94,-6.84,-4.84,4.23,-0.31,-1.19,0.85,-2.92,0.32,-0.51,-0.04,-1.19,-1.19,-1.85,0.82,-5.16,-0.04,-3.87,-9.78,0.59,-6.84,1.65,-5.16,19.55,1.04,-0.51,0.84,-0.31,-0.49,25.65,2.56,0.72,-0.51,-4.84,25.65,-0.04,19.55,5.95,25.65,-2.25,0.79,-0.49,-0.02,-2.92,-0.12,0.32,3.21,0.94,-4.84,19.55,-4.84,25.65,0.31,0.82,-0.51,-0.51,-0.31,0.79,-2.92,-0.92,-9.78,0.72,0.72,-2.25,-6.84,16
8119,-1.08,-0.35,0.36,-6.24,-3.91,-1.08,-7.48,1.31,0.53,1.15,0.19,-1.74,-0.55,3.48,4.51,0.76,-7.1,-7.48,-0.83,-7.1,3.52,0.22,-1.74,-1.5,0.71,3.96,4.51,0.71,-6.24,-0.27,-14.51,-14.51,-0.35,1.39,0.37,1.22,-1.74,-1.42,4.51,0.5,1.3,-0.08,-0.27,0.37,2.75,3.96,1.3,1.3,1.52,0.61,0.19,3.96,-7.48,4.2,-1.8,-1.74,1.18,0.19,3.48,-0.09,2.75,0.79,0.76,0.03,7.26,-1.33,1.15,2.75,-1.42,7.26,3.96,3.48,-0.83,7.26,-0.35,-2.12,0.03,-2.12,-0.27,-2.34,-3.91,-1.08,1.22,-1.42,3.48,-1.42,7.26,-0.75,1.12,2.75,-1.65,0.76,-2.12,-0.27,-0.71,4.2,1.15,1.15,-0.35,-6.24,4
8120,2.59,0.69,-1.55,-5.2,-0.07,2.59,6.27,1.76,-0.89,1.77,0.57,1.83,2.01,-6.95,-1.84,-1.35,-4.52,6.27,-4.91,-4.52,-13.96,-0.01,1.83,-0.02,-1.58,-2.54,-1.84,-1.58,-5.2,2.74,8.49,8.49,0.69,-1.12,0.73,-4.34,1.83,-0.2,-1.84,-1.2,1.51,0.06,2.74,-0.96,1.71,-2.54,1.51,1.51,-5.4,-1.08,0.57,-2.54,6.27,1.62,1.6,1.83,1.34,0.57,-6.95,0.64,1.71,3.38,-1.35,-4.01,-13.96,-0.34,1.77,1.71,-0.2,-13.96,-2.54,-6.95,-4.91,-13.96,0.69,2.18,-4.01,0.02,2.74,-0.43,-0.07,2.59,-4.34,-0.2,-6.95,-0.2,-13.96,0.71,-0.27,1.71,-1.97,-1.35,2.18,2.74,-1.22,1.62,1.77,1.77,0.69,-5.2,9
8121,1.66,-3.23,-3.36,6.1,1.54,1.66,10.73,-3.51,-1.51,1.45,3.18,0.37,-1.67,6.11,3.3,-0.78,2.84,10.73,2.36,2.84,3.48,0.32,0.37,-0.13,3.75,-5.48,3.3,3.75,6.1,-2.52,-1.03,-1.03,-3.23,0.31,-0.24,0.77,0.37,2.45,3.3,0.34,-2.16,0.18,-2.52,1.2,-2.68,-5.48,-2.16,-2.16,3.47,0.57,3.18,-5.48,10.73,-7.97,-0.88,0.37,-1.3,3.18,6.11,-0.35,-2.68,0.05,-0.78,-0.42,3.4,-3.12,1.45,-2.68,2.45,3.4,-5.48,6.11,2.36,3.4,-3.23,-2.46,-0.42,-2.49,-2.52,-0.57,1.54,1.66,0.77,2.45,6.11,2.45,3.4,0.39,-0.64,-2.68,1.04,-0.78,-2.46,-2.52,-0.6,-7.97,1.45,1.45,-3.23,6.1,14
8122,3.25,0.1,0.41,-7.76,-6.25,3.25,-10.13,-0.53,1.45,0.79,2.06,1.81,-0.77,-2.78,-3.91,5.93,-10.49,-10.13,2.87,-10.49,10.86,0.68,1.81,0.39,-0.61,-0.1,-3.91,-0.61,-7.76,1.34,-3.62,-3.62,0.1,0.86,-1.58,-3.55,1.81,-1.24,-3.91,0.77,-2.52,1.51,1.34,0.02,4.96,-0.1,-2.52,-2.52,-1.34,1.03,2.06,-0.1,-10.13,8.3,1.3,1.81,2.18,2.06,-2.78,-0.68,4.96,1.08,5.93,-3.43,-13.79,1.43,0.79,4.96,-1.24,-13.79,-0.1,-2.78,2.87,-13.79,0.1,3.94,-3.43,0.19,1.34,-0.5,-6.25,3.25,-3.55,-1.24,-2.78,-1.24,-13.79,-0.22,0.11,4.96,1.18,5.93,3.94,1.34,0.6,8.3,0.79,0.79,0.1,-7.76,5
8123,-9.79,-0.04,-1.39,6.79,3.5,-9.79,2.32,0.4,-1.11,4.32,-1.07,2.67,0.34,1.45,3.23,-2.3,-1.1,2.32,-1.26,-1.1,-9.92,-2.16,2.67,0.01,-1.48,1.41,3.23,-1.48,6.79,1.69,4.95,4.95,-0.04,1.5,1.03,-6.6,2.67,3.14,3.23,-2.12,0.19,-0.85,1.69,-0.25,-1.72,1.41,0.19,0.19,3.91,1.08,-1.07,1.41,2.32,-2.44,0.63,2.67,-1.25,-1.07,1.45,0.05,-1.72,-0.82,-2.3,0.14,3.51,0.65,4.32,-1.72,3.14,3.51,1.41,1.45,-1.26,3.51,-0.04,-2.47,0.14,2.6,1.69,-0.68,3.5,-9.79,-6.6,3.14,1.45,3.14,3.51,-0.43,-0.91,-1.72,1.22,-2.3,-2.47,1.69,-1.5,-2.44,4.32,4.32,-0.04,6.79,6
8124,-12.25,-4.62,0.3,7.5,1.59,-12.25,-12.6,3.16,0.33,0.86,-1.52,0.61,0.41,10.59,1.77,4.85,-13.96,-12.6,-2.86,-13.96,-10.4,0.95,0.61,1.92,-4.31,1.71,1.77,-4.31,7.5,-0.34,-8.03,-8.03,-4.62,0.06,1.58,8.33,0.61,-1.6,1.77,0.75,1.07,0.47,-0.34,0.38,-0.11,1.71,1.07,1.07,2.86,-1.9,-1.52,1.71,-12.6,9.21,-0.75,0.61,0.08,-1.52,10.59,-1.03,-0.11,-0.69,4.85,3.63,8.73,1.38,0.86,-0.11,-1.6,8.73,1.71,10.59,-2.86,8.73,-4.62,3.52,3.63,0.19,-0.34,-0.49,1.59,-12.25,8.33,-1.6,10.59,-1.6,8.73,1.16,0.7,-0.11,0.59,4.85,3.52,-0.34,0.01,9.21,0.86,0.86,-4.62,7.5,17
8125,-5.86,6.57,-4.49,4.41,4.96,-5.86,25.85,-2.7,1.16,1.95,0.55,0.69,2.14,-9.07,-3.58,2.49,-2.16,25.85,-4.31,-2.16,0.41,-1.16,0.69,1.09,-0.05,-2.64,-3.58,-0.05,4.41,-0.1,4.14,4.14,6.57,0.23,-1.27,-2.54,0.69,-1.82,-3.58,-0.07,1.93,0.51,-0.1,0.5,1.05,-2.64,1.93,1.93,0.07,0.12,0.55,-2.64,25.85,-5.83,-0.47,0.69,-0.43,0.55,-9.07,-0.83,1.05,0.21,2.49,5.14,-8.27,-1.54,1.95,1.05,-1.82,-8.27,-2.64,-9.07,-4.31,-8.27,6.57,-5.07,5.14,1.51,-0.1,-0.02,4.96,-5.86,-2.54,-1.82,-9.07,-1.82,-8.27,1,0.08,1.05,0.09,2.49,-5.07,-0.1,-1.07,-5.83,1.95,1.95,6.57,4.41,7
8126,-4.83,1.92,2.42,20.74,0.75,-4.83,-2.13,3.45,-1.21,-1.55,-2.29,3.07,0.08,-14.57,-8.11,2.07,9.98,-2.13,0.78,9.98,9.75,-1.34,3.07,-0.75,3.55,2.7,-8.11,3.55,20.74,-1.38,10.78,10.78,1.92,2.71,0.13,-12.4,3.07,1.4,-8.11,-0.84,-2.01,-0.64,-1.38,0.69,-3.14,2.7,-2.01,-2.01,5.27,0.3,-2.29,2.7,-2.13,11.38,-0.88,3.07,0.39,-2.29,-14.57,1.28,-3.14,0.87,2.07,4.23,-1.3,3.09,-1.55,-3.14,1.4,-1.3,2.7,-14.57,0.78,-1.3,1.92,1.92,4.23,1.17,-1.38,-0.18,0.75,-4.83,-12.4,1.4,-14.57,1.4,-1.3,-1.53,0.49,-3.14,0.72,2.07,1.92,-1.38,0.02,11.38,-1.55,-1.55,1.92,20.74,3
8127,-11.41,7.22,0.78,14.91,2.83,-11.41,8.55,-1.95,0.29,3.31,-2.52,2.28,0.18,-8.16,-5.03,4.73,-1.09,8.55,-2.87,-1.09,-1.31,-0.26,2.28,1.17,-2.17,-3.06,-5.03,-2.17,14.91,2.84,11.09,11.09,7.22,0.91,0.88,-13.79,2.28,0.26,-5.03,0.36,1.45,0.37,2.84,-0.23,-3.34,-3.06,1.45,1.45,4,0.23,-2.52,-3.06,8.55,7.67,0.79,2.28,0.15,-2.52,-8.16,-0.48,-3.34,-0.59,4.73,5,-13.79,3.24,3.31,-3.34,0.26,-13.79,-3.06,-8.16,-2.87,-13.79,7.22,0.7,5,-0.64,2.84,1.74,2.83,-11.41,-13.79,0.26,-8.16,0.26,-13.79,-0.49,-0.78,-3.34,-1.11,4.73,0.7,2.84,0.73,7.67,3.31,3.31,7.22,14.91,2
8128,17.33,-0.38,-2.23,-5.24,-2.68,17.33,12.46,-5.87,-1.43,-7.3,-5.32,1.82,1.81,-20.39,-6.36,-0.71,19.91,12.46,-1.48,19.91,3.79,-0.18,1.82,-0.67,-1.61,-2.21,-6.36,-1.61,-5.24,1.28,17.2,17.2,-0.38,-0.36,-0.49,13,1.82,-0.54,-6.36,0.11,-0.09,1.14,1.28,0.15,-0.99,-2.21,-0.09,-0.09,-11.02,-0.44,-5.32,-2.21,12.46,-13.25,-1.94,1.82,-0.24,-5.32,-20.39,1.76,-0.99,-1.69,-0.71,3.55,-6.82,-4.22,-7.3,-0.99,-0.54,-6.82,-2.21,-20.39,-1.48,-6.82,-0.38,-0.11,3.55,0.52,1.28,-0.24,-2.68,17.33,13,-0.54,-20.39,-0.54,-6.82,0.39,0.71,-0.99,0.23,-0.71,-0.11,1.28,1.21,-13.25,-7.3,-7.3,-0.38,-5.24,16
8129,2.57,-0.87,2.52,-4.54,0.87,2.57,5.28,-3.04,1.43,3.07,0.99,-3.5,-0.65,15.02,-1,-2.43,-4.4,5.28,-1.23,-4.4,5.51,0.11,-3.5,-0.42,2.51,0.24,-1,2.51,-4.54,-0.51,0.42,0.42,-0.87,0.34,-1.87,-7.83,-3.5,-1.09,-1,0.48,-5.81,-0.23,-0.51,0.59,1.79,0.24,-5.81,-5.81,3.46,-0.22,0.99,0.24,5.28,4.21,-0.8,-3.5,-0.32,0.99,15.02,-0.01,1.79,1.18,-2.43,0,0.85,3.33,3.07,1.79,-1.09,0.85,0.24,15.02,-1.23,0.85,-0.87,5.73,0,-1.68,-0.51,1.06,0.87,2.57,-7.83,-1.09,15.02,-1.09,0.85,-0.95,-0.05,1.79,-2.33,-2.43,5.73,-0.51,-1.34,4.21,3.07,3.07,-0.87,-4.54,13
8130,-6.2,2.28,2.61,1.49,3.3,-6.2,15.43,-3.97,-1.19,6.53,0.29,-1.18,1.74,1.69,0.07,-4.1,18.12,15.43,2.89,18.12,-2.49,0.61,-1.18,1.34,0.33,-5.44,0.07,0.33,1.49,2.21,2.86,2.86,2.28,-1.57,-0.98,9.57,-1.18,2.73,0.07,-1.06,2.46,2.52,2.21,0.01,1.29,-5.44,2.46,2.46,-1,-1.65,0.29,-5.44,15.43,-3.22,-0.16,-1.18,0.88,0.29,1.69,1.32,1.29,1.27,-4.1,4.96,-11.56,-9.25,6.53,1.29,2.73,-11.56,-5.44,1.69,2.89,-11.56,2.28,1.45,4.96,0.09,2.21,0.55,3.3,-6.2,9.57,2.73,1.69,2.73,-11.56,-0.08,0.68,1.29,-0.26,-4.1,1.45,2.21,-0.51,-3.22,6.53,6.53,2.28,1.49,3
8131,10.89,-1.72,-2.12,-6.2,1.71,10.89,24.46,-3.98,-2,4.54,-0.4,-3.99,-0.66,-4.31,-4.52,-3.61,12.67,24.46,1.47,12.67,-4.97,-0.12,-3.99,0.03,2.26,1.06,-4.52,2.26,-6.2,0.29,5.64,5.64,-1.72,0.52,-0.44,4,-3.99,-1.69,-4.52,-2.19,-3.5,-0.9,0.29,-0.34,-1.7,1.06,-3.5,-3.5,-3.59,1.5,-0.4,1.06,24.46,-18.96,-1.9,-3.99,1.19,-0.4,-4.31,-0.34,-1.7,-0.39,-3.61,-2.58,4.07,-7.66,4.54,-1.7,-1.69,4.07,1.06,-4.31,1.47,4.07,-1.72,-2.55,-2.58,2.64,0.29,-0.77,1.71,10.89,4,-1.69,-4.31,-1.69,4.07,1.27,2.78,-1.7,0.35,-3.61,-2.55,0.29,1.58,-18.96,4.54,4.54,-1.72,-6.2,5
8132,0.34,0.68,0.08,4.29,-0.27,0.34,-6.35,0.91,0.22,-2.91,-0.67,0.94,0.28,-2.58,-0.96,2.57,11.39,-6.35,4.48,11.39,1.15,0.6,0.94,-2.5,-1.24,-1.05,-0.96,-1.24,4.29,-1.04,-3.72,-3.72,0.68,-0.41,-0.32,7.45,0.94,1.31,-0.96,-1,0.6,2.97,-1.04,0.28,-2.64,-1.05,0.6,0.6,1.5,-0.81,-0.67,-1.05,-6.35,-4.17,-1.48,0.94,-1.12,-0.67,-2.58,-0.85,-2.64,-0.41,2.57,-2.03,-4.09,-6.02,-2.91,-2.64,1.31,-4.09,-1.05,-2.58,4.48,-4.09,0.68,0.87,-2.03,0.51,-1.04,0.09,-0.27,0.34,7.45,1.31,-2.58,1.31,-4.09,1.53,-0.27,-2.64,-1.59,2.57,0.87,-1.04,0.13,-4.17,-2.91,-2.91,0.68,4.29,2
8133,0.13,2.63,-4.69,-11.28,7.33,0.13,18.84,-2.46,-0.26,0.59,6.32,-5.14,1,4.61,1.22,-2.42,-5.29,18.84,-6,-5.29,-26.13,-0.07,-5.14,1.76,-3.55,2.12,1.22,-3.55,-11.28,-2.98,2.65,2.65,2.63,-2.91,-2.54,16.04,-5.14,3.34,1.22,1.91,-0.65,0.56,-2.98,0.63,-0.9,2.12,-0.65,-0.65,-5.13,0.43,6.32,2.12,18.84,-1.82,-0.52,-5.14,-0.98,6.32,4.61,-0.01,-0.9,0.16,-2.42,-3.75,-0.54,0.73,0.59,-0.9,3.34,-0.54,2.12,4.61,-6,-0.54,2.63,-0.87,-3.75,-1.2,-2.98,-1.23,7.33,0.13,16.04,3.34,4.61,3.34,-0.54,-1.99,-0.42,-0.9,-0.97,-2.42,-0.87,-2.98,-0.33,-1.82,0.59,0.59,2.63,-11.28,12
8134,-3.21,-0.75,3.37,4.34,1.47,-3.21,-9.86,-1.79,-1.08,-0.14,-4.35,2.33,0.66,3.44,-0.55,2.58,-1.01,-9.86,2.67,-1.01,3.85,-0.64,2.33,-0.59,-6.17,0.57,-0.55,-6.17,4.34,-1.13,-3.45,-3.45,-0.75,0.5,-1.18,14.61,2.33,4.03,-0.55,0.59,-1.07,-1.39,-1.13,-0.91,3.46,0.57,-1.07,-1.07,-0.23,-0.79,-4.35,0.57,-9.86,1.15,2.32,2.33,-0.02,-4.35,3.44,0.63,3.46,0.31,2.58,3.38,-1.61,1.31,-0.14,3.46,4.03,-1.61,0.57,3.44,2.67,-1.61,-0.75,-2.13,3.38,0.05,-1.13,0.18,1.47,-3.21,14.61,4.03,3.44,4.03,-1.61,0.34,0.14,3.46,1.99,2.58,-2.13,-1.13,0.69,1.15,-0.14,-0.14,-0.75,4.34,2
8135,1.02,0.38,3.59,-5.19,-8.2,1.02,-12.74,1,0.83,-0.29,2.1,1.2,-0.57,-9.46,-0.28,2.74,-5.25,-12.74,-2.47,-5.25,0.04,-1.37,1.2,0.92,-2.4,1.18,-0.28,-2.4,-5.19,3.3,-8.2,-8.2,0.38,0.94,-0.17,-1.21,1.2,-0.17,-0.28,-1.13,-0.34,0.9,3.3,0.26,-0.13,1.18,-0.34,-0.34,-0.41,-0.07,2.1,1.18,-12.74,18.01,0.15,1.2,-1.01,2.1,-9.46,2.61,-0.13,1.19,2.74,-0.63,-12.66,-2.63,-0.29,-0.13,-0.17,-12.66,1.18,-9.46,-2.47,-12.66,0.38,5.41,-0.63,0.31,3.3,0.07,-8.2,1.02,-1.21,-0.17,-9.46,-0.17,-12.66,0.94,1.05,-0.13,2.45,2.74,5.41,3.3,-0.02,18.01,-0.29,-0.29,0.38,-5.19,8
8136,0.15,2.47,-0.06,-0.95,0.37,0.15,-1,1.36,-1.68,0.86,-1.44,0.47,0.44,-7.59,-3.85,-1.02,4.66,-1,4.72,4.66,6.6,0.61,0.47,-0.16,0.14,1,-3.85,0.14,-0.95,4.09,6.68,6.68,2.47,0.43,-0.97,-9.55,0.47,-1.47,-3.85,2.07,1.5,-1.2,4.09,0.58,1.32,1,1.5,1.5,0,0.56,-1.44,1,-1,-9.89,0.08,0.47,-1.68,-1.44,-7.59,2.02,1.32,0.53,-1.02,-0.4,-2.41,0.94,0.86,1.32,-1.47,-2.41,1,-7.59,4.72,-2.41,2.47,-2.91,-0.4,0.21,4.09,-0.67,0.37,0.15,-9.55,-1.47,-7.59,-1.47,-2.41,-0.96,-1.01,1.32,-0.49,-1.02,-2.91,4.09,2.23,-9.89,0.86,0.86,2.47,-0.95,12
8137,-2,3.46,-3.18,4.32,3.96,-2,15.96,-1.82,0.21,0.91,-1.32,3.7,-1.36,4.68,-1.84,-1.32,-2.66,15.96,-4.4,-2.66,0.18,-1.03,3.7,0.39,-1.79,-2.62,-1.84,-1.79,4.32,-1.3,3.4,3.4,3.46,0.54,0.09,-11.06,3.7,-0.34,-1.84,-1.04,-3.04,-0.98,-1.3,0.6,1.69,-2.62,-3.04,-3.04,4.41,1.06,-1.32,-2.62,15.96,-6.37,-1.36,3.7,-0.75,-1.32,4.68,0.4,1.69,-0.12,-1.32,-0.9,-9.86,-0.68,0.91,1.69,-0.34,-9.86,-2.62,4.68,-4.4,-9.86,3.46,0.92,-0.9,-0.2,-1.3,-1.16,3.96,-2,-11.06,-0.34,4.68,-0.34,-9.86,-0.96,-0.37,1.69,-0.1,-1.32,0.92,-1.3,0.66,-6.37,0.91,0.91,3.46,4.32,3
8138,10.94,-3.42,3.81,-1.18,3.81,10.94,2.6,-0.94,-1.75,-2.52,-2.04,-3.17,-0.12,5.07,-1.74,-2.75,5.37,2.6,-0.48,5.37,3.02,0.51,-3.17,-0.74,0.23,0.75,-1.74,0.23,-1.18,-1.15,-2.83,-2.83,-3.42,-0.24,-1.88,8.43,-3.17,1.84,-1.74,-0.88,-6.4,-2.17,-1.15,-0.12,-0.39,0.75,-6.4,-6.4,2.34,-0.45,-2.04,0.75,2.6,-7.76,0.29,-3.17,-0.01,-2.04,5.07,1.64,-0.39,0.97,-2.75,-0.3,3.55,-2.17,-2.52,-0.39,1.84,3.55,0.75,5.07,-0.48,3.55,-3.42,-0.34,-0.3,1.1,-1.15,-0.62,3.81,10.94,8.43,1.84,5.07,1.84,3.55,-0.13,-0.84,-0.39,0.19,-2.75,-0.34,-1.15,-0.36,-7.76,-2.52,-2.52,-3.42,-1.18,16
8139,-3.73,1.26,1.88,0.18,-2.08,-3.73,2,-0.66,0.48,0.9,-1.41,2.49,1.67,-11.94,1.89,3.14,1.42,2,-3.66,1.42,-3.8,-1.46,2.49,-0.33,2.31,4.07,1.89,2.31,0.18,-1.78,0.55,0.55,1.26,-0.76,-0.71,3.37,2.49,-1.62,1.89,-0.83,2.8,0.06,-1.78,1.09,-3.13,4.07,2.8,2.8,-4.49,0.78,-1.41,4.07,2,8.38,-0.21,2.49,-1.25,-1.41,-11.94,0.36,-3.13,0.36,3.14,1.13,3.19,-0.61,0.9,-3.13,-1.62,3.19,4.07,-11.94,-3.66,3.19,1.26,-3.42,1.13,1.1,-1.78,-0.32,-2.08,-3.73,3.37,-1.62,-11.94,-1.62,3.19,-0.2,-0.78,-3.13,0.76,3.14,-3.42,-1.78,-0.12,8.38,0.9,0.9,1.26,0.18,18
8140,5.29,-3.12,-3.47,15.48,2.44,5.29,14.9,-1.99,0.36,5.25,-5.08,-3.13,1.31,15.06,-1.64,-1.86,7.35,14.9,-0.97,7.35,-4.85,0.48,-3.13,0.3,2.85,-7.49,-1.64,2.85,15.48,-2.05,6.93,6.93,-3.12,0.07,0.93,-8.3,-3.13,2.16,-1.64,0.5,-2.9,0.07,-2.05,0.01,-1.29,-7.49,-2.9,-2.9,5.38,-1.64,-5.08,-7.49,14.9,-7.99,-0.04,-3.13,0.59,-5.08,15.06,0.11,-1.29,0.33,-1.86,-0.81,2.14,-2.9,5.25,-1.29,2.16,2.14,-7.49,15.06,-0.97,2.14,-3.12,3.64,-0.81,-0.5,-2.05,-0.8,2.44,5.29,-8.3,2.16,15.06,2.16,2.14,0.94,-0.13,-1.29,0.28,-1.86,3.64,-2.05,0.73,-7.99,5.25,5.25,-3.12,15.48,12
